,textfile,imageName,imagePath,altitude.raw,ind,TL.px,HF.px,HD.px,notes
79,Gal2023_DJIMini2_20230217_152121_405.572.png.csv,Gal2023_DJIMini2_20230217_152121_405.572.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_152121/Gal2023_DJIMini2_20230217_152121_405.572.png,30.4,4,503,NA,318.34,aj
80,Gal2023_DJIMini2_20230217_154240_278.411.png.csv,Gal2023_DJIMini2_20230217_154240_278.411.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_154240/Gal2023_DJIMini2_20230217_154240_278.411.png,50.6,1,295.32,NA,195.7,aj
81,Gal2023_DJIMini2_20230217_154240_301.468.png.csv,Gal2023_DJIMini2_20230217_154240_301.468.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_154240/Gal2023_DJIMini2_20230217_154240_301.468.png,50.7,1,294.66,NA,191.98,aj
82,Gal2023_DJIMini2_20230217_154240_338.672.png.csv,Gal2023_DJIMini2_20230217_154240_338.672.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_154240/Gal2023_DJIMini2_20230217_154240_338.672.png,50.6,1,301.87,NA,192.55,aj
83,Gal2023_DJIMini2_20230217_155721_488.355.png.csv,Gal2023_DJIMini2_20230217_155721_488.355.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_155721/Gal2023_DJIMini2_20230217_155721_488.355.png,121,1,121.57,42.9,78.72,aj
84,Gal2023_DJIMini2_20230217_155721_535.935.png.csv,Gal2023_DJIMini2_20230217_155721_535.935.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_155721/Gal2023_DJIMini2_20230217_155721_535.935.png,67.8,1,216.57,62.67,140.97,aj
85,Gal2023_DJIMini2_20230217_155721_548.281.png.csv,Gal2023_DJIMini2_20230217_155721_548.281.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_155721/Gal2023_DJIMini2_20230217_155721_548.281.png,44.2,1,310.65,89.3,199.93,aj
86,Gal2023_DJIMini2_20230217_155721_488.355.png.csv,Gal2023_DJIMini2_20230217_155721_488.355.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_155721/Gal2023_DJIMini2_20230217_155721_488.355.png,121,2,108.7,NA,71.22,aj
87,Gal2023_DJIMini2_20230217_155721_535.935.png.csv,Gal2023_DJIMini2_20230217_155721_535.935.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_155721/Gal2023_DJIMini2_20230217_155721_535.935.png,67.8,2,196.6,NA,126.03,aj
88,Gal2023_DJIMini2_20230217_155721_548.281.png.csv,Gal2023_DJIMini2_20230217_155721_548.281.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_155721/Gal2023_DJIMini2_20230217_155721_548.281.png,44.2,2,287.54,88.96,188.78,aj
89,Gal2023_DJIMini2_20230217_161415_100.601.png.csv,Gal2023_DJIMini2_20230217_161415_100.601.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_100.601.png,122.2,1,98.66,30.52,62.79,aj
90,Gal2023_DJIMini2_20230217_161415_147.514.png.csv,Gal2023_DJIMini2_20230217_161415_147.514.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_147.514.png,121.3,1,100.6,NA,62.36,aj
91,Gal2023_DJIMini2_20230217_161415_295.295.png.csv,Gal2023_DJIMini2_20230217_161415_295.295.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_295.295.png,53.5,1,221.7,63.77,141.02,cj
92,Gal2023_DJIMini2_20230217_161415_93.427.png.csv,Gal2023_DJIMini2_20230217_161415_93.427.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_93.427.png,122.3,1,99.14,NA,61.5,aj
93,Gal2023_DJIMini2_20230217_161415_113.780.png.csv,Gal2023_DJIMini2_20230217_161415_113.780.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_113.780.png,122.2,2,123.7,38.38,78.3,aj
94,Gal2023_DJIMini2_20230217_161415_177.577.png.csv,Gal2023_DJIMini2_20230217_161415_177.577.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_177.577.png,120.4,2,124.91,NA,83.16,aj
95,Gal2023_DJIMini2_20230217_161415_194.261.png.csv,Gal2023_DJIMini2_20230217_161415_194.261.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_194.261.png,120.3,2,121.06,NA,78.99,aj
96,Gal2023_DJIMini2_20230217_161415_301.868.png.csv,Gal2023_DJIMini2_20230217_161415_301.868.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_301.868.png,50.4,3,305.78,92.74,203.64,cj
97,Gal2023_DJIMini2_20230217_161415_317.651.png.csv,Gal2023_DJIMini2_20230217_161415_317.651.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_317.651.png,50.2,3,307.47,94.09,213.04,cj
98,Gal2023_DJIMini2_20230217_161415_338.872.png.csv,Gal2023_DJIMini2_20230217_161415_338.872.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_338.872.png,59.7,3,257.74,77.94,170.81,aj
99,Gal2023_DJIMini2_20230217_161415_327.460.png.csv,Gal2023_DJIMini2_20230217_161415_327.460.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_327.460.png,50.2,4,299.4,95.43,205.13,aj
100,Gal2023_DJIMini2_20230217_161415_338.872.png.csv,Gal2023_DJIMini2_20230217_161415_338.872.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_338.872.png,59.7,4,253.28,NA,163.58,aj
101,Gal2023_DJIMini2_20230217_161415_464.297.png.csv,Gal2023_DJIMini2_20230217_161415_464.297.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_161415/Gal2023_DJIMini2_20230217_161415_464.297.png,116.3,4,136.33,NA,91.17,aj
102,Gal2023_DJIMini2_20230217_163227_171.838.png.csv,Gal2023_DJIMini2_20230217_163227_171.838.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_171.838.png,52.1,1,290.4,87.79,189.97,aj
103,Gal2023_DJIMini2_20230217_163227_221.555.png.csv,Gal2023_DJIMini2_20230217_163227_221.555.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_221.555.png,91.4,1,171.23,51,112.58,aj
104,Gal2023_DJIMini2_20230217_163227_429.329.png.csv,Gal2023_DJIMini2_20230217_163227_429.329.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_429.329.png,29,1,501.24,151.9,338.13,aj
105,Gal2023_DJIMini2_20230217_163227_66.934.png.csv,Gal2023_DJIMini2_20230217_163227_66.934.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_66.934.png,125.2,1,126.92,NA,80.99,aj
106,Gal2023_DJIMini2_20230217_163227_171.838.png.csv,Gal2023_DJIMini2_20230217_163227_171.838.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_171.838.png,52.1,2,275.44,79.23,184.55,aj
107,Gal2023_DJIMini2_20230217_163227_221.555.png.csv,Gal2023_DJIMini2_20230217_163227_221.555.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_221.555.png,91.4,2,162.93,44.9,106.42,aj
108,Gal2023_DJIMini2_20230217_163227_437.737.png.csv,Gal2023_DJIMini2_20230217_163227_437.737.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_437.737.png,28.5,2,492.2,146.7,328.97,aj
109,Gal2023_DJIMini2_20230217_163227_66.934.png.csv,Gal2023_DJIMini2_20230217_163227_66.934.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_66.934.png,125.2,2,122.26,NA,78.21,aj
110,Gal2023_DJIMini2_20230217_163227_221.555.png.csv,Gal2023_DJIMini2_20230217_163227_221.555.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_221.555.png,91.4,3,157.45,NA,105.28,
111,Gal2023_DJIMini2_20230217_163227_429.329.png.csv,Gal2023_DJIMini2_20230217_163227_429.329.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_429.329.png,29,3,460.93,122.65,300.29,
112,Gal2023_DJIMini2_20230217_163227_447.447.png.csv,Gal2023_DJIMini2_20230217_163227_447.447.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_163227/Gal2023_DJIMini2_20230217_163227_447.447.png,25.8,3,511.32,146.57,339.24,
113,Gal2023_DJIMini2_20230217_164752_154.154.png.csv,Gal2023_DJIMini2_20230217_164752_154.154.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_164752/Gal2023_DJIMini2_20230217_164752_154.154.png,124.8,1,135.61,NA,85.61,
114,Gal2023_DJIMini2_20230217_164752_275.709.png.csv,Gal2023_DJIMini2_20230217_164752_275.709.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_164752/Gal2023_DJIMini2_20230217_164752_275.709.png,20.2,1,773.42,NA,504.58,
115,Gal2023_DJIMini2_20230217_164752_437.837.png.csv,Gal2023_DJIMini2_20230217_164752_437.837.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230217/Gal2023_DJIMini2_20230217_164752/Gal2023_DJIMini2_20230217_164752_437.837.png,31.9,1,497.62,NA,338.7,
116,Gal2023_DJIMini2_20230218_084819_301.401.png.csv,Gal2023_DJIMini2_20230218_084819_301.401.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_084819/Gal2023_DJIMini2_20230218_084819_301.401.png,50,1,282.89,NA,182.05,
117,Gal2023_DJIMini2_20230218_084819_315.482.png.csv,Gal2023_DJIMini2_20230218_084819_315.482.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_084819/Gal2023_DJIMini2_20230218_084819_315.482.png,50.7,1,284.41,NA,185.91,
118,Gal2023_DJIMini2_20230218_084819_323.456.png.csv,Gal2023_DJIMini2_20230218_084819_323.456.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_084819/Gal2023_DJIMini2_20230218_084819_323.456.png,49.6,1,292.68,NA,190.26,
119,Gal2023_DJIMini2_20230218_150400_127.194.png.csv,Gal2023_DJIMini2_20230218_150400_127.194.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_127.194.png,119.5,1,113.53,NA,67.9,
120,Gal2023_DJIMini2_20230218_150400_133.400.png.csv,Gal2023_DJIMini2_20230218_150400_133.400.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_133.400.png,119.2,1,114.34,NA,67.7,
121,Gal2023_DJIMini2_20230218_150400_142.909.png.csv,Gal2023_DJIMini2_20230218_150400_142.909.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_142.909.png,101.9,1,128.7,NA,81.17,
122,Gal2023_DJIMini2_20230218_150400_127.194.png.csv,Gal2023_DJIMini2_20230218_150400_127.194.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_127.194.png,119.5,2,92.21,NA,60.08,
123,Gal2023_DJIMini2_20230218_150400_133.400.png.csv,Gal2023_DJIMini2_20230218_150400_133.400.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_133.400.png,119.2,2,91.39,NA,NA,
124,Gal2023_DJIMini2_20230218_150400_142.909.png.csv,Gal2023_DJIMini2_20230218_150400_142.909.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_142.909.png,101.9,2,110.15,NA,67.26,
125,Gal2023_DJIMini2_20230218_150400_311.878.png.csv,Gal2023_DJIMini2_20230218_150400_311.878.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_311.878.png,31.8,3,292.36,NA,192.72,
126,Gal2023_DJIMini2_20230218_150400_350.550.png.csv,Gal2023_DJIMini2_20230218_150400_350.550.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_350.550.png,34,3,280,64.6,171.45,
127,Gal2023_DJIMini2_20230218_150400_360.727.png.csv,Gal2023_DJIMini2_20230218_150400_360.727.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_150400/Gal2023_DJIMini2_20230218_150400_360.727.png,34,3,271.38,NA,184.05,
128,Gal2023_DJIMini2_20230218_162045_300.634.png.csv,Gal2023_DJIMini2_20230218_162045_300.634.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_300.634.png,115.3,1,132.33,NA,86.96,
129,Gal2023_DJIMini2_20230218_162045_324.958.png.csv,Gal2023_DJIMini2_20230218_162045_324.958.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_324.958.png,122.6,1,127.85,NA,73.79,
130,Gal2023_DJIMini2_20230218_162045_99.032.png.csv,Gal2023_DJIMini2_20230218_162045_99.032.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_99.032.png,107,1,142.08,NA,88.43,
131,Gal2023_DJIMini2_20230218_162045_300.634.png.csv,Gal2023_DJIMini2_20230218_162045_300.634.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_300.634.png,115.3,2,141.31,NA,87.08,
132,Gal2023_DJIMini2_20230218_162045_318.618.png.csv,Gal2023_DJIMini2_20230218_162045_318.618.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_318.618.png,115.6,2,144.01,NA,89.69,
133,Gal2023_DJIMini2_20230218_162045_324.958.png.csv,Gal2023_DJIMini2_20230218_162045_324.958.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230218/Gal2023_DJIMini2_20230218_162045/Gal2023_DJIMini2_20230218_162045_324.958.png,122.6,2,132.19,NA,82.46,
134,Gal2023_DJIMini2_20230220_074820_106.873.png.csv,Gal2023_DJIMini2_20230220_074820_106.873.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_106.873.png,28.8,1,474.56,140.24,307.74,with juanito
135,Gal2023_DJIMini2_20230220_074820_121.254.png.csv,Gal2023_DJIMini2_20230220_074820_121.254.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_121.254.png,29.6,1,475.12,143.74,302.09,with juanito
136,Gal2023_DJIMini2_20230220_074820_43.577.png.csv,Gal2023_DJIMini2_20230220_074820_43.577.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_43.577.png,89.9,1,169.2,48.89,109.77,with juanito
137,Gal2023_DJIMini2_20230220_074820_121.254.png.csv,Gal2023_DJIMini2_20230220_074820_121.254.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_121.254.png,29.6,2,173.62,NA,104.58,juanito
138,Gal2023_DJIMini2_20230220_074820_164.998.png.csv,Gal2023_DJIMini2_20230220_074820_164.998.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_164.998.png,20,2,234.93,NA,149.35,juanito
139,Gal2023_DJIMini2_20230220_074820_223.csv,Gal2023_DJIMini2_20230220_074820_223.790.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_223.790.png,36.5,3,397.81,110.02,255.3,juanito
140,Gal2023_DJIMini2_20230220_074820_256.757.png.csv,Gal2023_DJIMini2_20230220_074820_256.757.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_256.757.png,35.5,3,421.55,123.23,270.88,juanito
141,Gal2023_DJIMini2_20230220_074820_264.364.png.csv,Gal2023_DJIMini2_20230220_074820_264.364.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_074820/Gal2023_DJIMini2_20230220_074820_264.364.png,35.1,3,416.96,126.44,272.19,juanito
142,Gal2023_DJIMini2_20230220_080403_117.851.png.csv,Gal2023_DJIMini2_20230220_080403_117.851.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_117.851.png,30.5,1,490.43,NA,332.15,with juanito
143,Gal2023_DJIMini2_20230220_080403_81.882.png.csv,Gal2023_DJIMini2_20230220_080403_81.882.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_81.882.png,31,1,504.94,NA,330.42,juanito
144,Gal2023_DJIMini2_20230220_080403_96.163.png.csv,Gal2023_DJIMini2_20230220_080403_96.163.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_96.163.png,30.8,1,494.46,150.58,325.17,with juanito
145,Gal2023_DJIMini2_20230220_080403_224.124.png.csv,Gal2023_DJIMini2_20230220_080403_224.124.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_224.124.png,45.7,2,117.32,NA,NA,juanito
146,Gal2023_DJIMini2_20230220_080403_265.465.png.csv,Gal2023_DJIMini2_20230220_080403_265.465.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_265.465.png,49.7,2,112.48,NA,NA,juanito
147,Gal2023_DJIMini2_20230220_080403_602.235.png.csv,Gal2023_DJIMini2_20230220_080403_602.235.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_602.235.png,30.5,2,168.87,NA,97.25,juanito
148,Gal2023_DJIMini2_20230220_080403_139.172.png.csv,Gal2023_DJIMini2_20230220_080403_139.172.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_139.172.png,30.5,3,431.64,125.13,266.79,
149,Gal2023_DJIMini2_20230220_080403_193.460.png.csv,Gal2023_DJIMini2_20230220_080403_193.460.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_193.460.png,45.7,3,319.3,90.47,203.73,
150,Gal2023_DJIMini2_20230220_080403_224.124.png.csv,Gal2023_DJIMini2_20230220_080403_224.124.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_224.124.png,45.7,3,318.29,86.83,204.75,
151,Gal2023_DJIMini2_20230220_080403_582.682.png.csv,Gal2023_DJIMini2_20230220_080403_582.682.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_582.682.png,31.2,4,334.21,101.55,179.26,
152,Gal2023_DJIMini2_20230220_080403_596.529.png.csv,Gal2023_DJIMini2_20230220_080403_596.529.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_596.529.png,31.2,4,339.43,99.62,196.93,
153,Gal2023_DJIMini2_20230220_080403_602.235.png.csv,Gal2023_DJIMini2_20230220_080403_602.235.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_080403/Gal2023_DJIMini2_20230220_080403_602.235.png,30.5,4,326.79,98.37,202.07,
154,Gal2023_DJIMini2_20230220_084321_162.629.png.csv,Gal2023_DJIMini2_20230220_084321_162.629.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_162.629.png,40.7,1,362.11,106.7,236.7,
155,Gal2023_DJIMini2_20230220_084321_180.414.png.csv,Gal2023_DJIMini2_20230220_084321_180.414.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_180.414.png,40.6,1,355.86,101.22,228.47,
156,Gal2023_DJIMini2_20230220_084321_89.890.png.csv,Gal2023_DJIMini2_20230220_084321_89.890.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_89.890.png,62.8,1,246.62,70.58,164.33,
157,Gal2023_DJIMini2_20230220_084321_277.410.png.csv,Gal2023_DJIMini2_20230220_084321_277.410.png,D:/Gal2023_Drone/Galapagos2023_Drone_Snapshots/SpermWhale_AgeSex_Snapshots/20230220/Gal2023_DJIMini2_20230220_084321/Gal2023_DJIMini2_20230220_084321_277.410.png,59.6,2,87.69,NA,NA,juanito
